No,Produk,Ulasan,Rating
112,Garnier Hydrabomb Serum Mask,akhir taun 2018 cobais sheet mask garnier ini yg varian ijo muka jf kering parah bgt sampe kulit ngelupas huhu sedih banget gak nyangka cuma karna make sheet mask doang kulit ku bisa separah itu kering nya  mungkin ada kandungan yg gak cocok buat kulit ku yg kering ini .. seabis make emang gak knp2 tp essence nya emang kurang lembab  besokan nya muka jd kering parah bgt huhu,1
113,Garnier Hydrabomb Serum Mask,segitu penasarannya aku sama produk ini dan akhirnya beli haha aku ganyangka sih serum nya bakal yang banyak banget bahkan berlebihan jadi kebuang buang terus kurang suka sama si tissue nya sebab terlalu tipis rasanya suka semua wanginya untuk klaim nya yang paling bener adalah melembabkannya selain itu aku ga ngerasain fungsi lainnya sih.,2
114,Garnier Hydrabomb Serum Mask,Beli sheet mask varian green tea ini karena klaimnya cocok untuk kulit berminyak & kombinasi. Untuk ukuran sheetnya pas di wajahku dan lebih tebal dari sheet mask korea yang biasa ku pake. Essence produk ini juga banyak banget. Pemakaian pertama terasa lengket banget meskipun sheetnya udah dilepas butuh more effort buat tap2 wajah supaya essencenya cepat nyerap. Ternyata paginya begitu bangun wajahku makin berminyak dan malah numbuh jerawat baru. Jadi aku ga bakal repurchase produk ini lagi.,2
115,Garnier Hydrabomb Serum Mask,essence nya super banyaaaakkkkkk sheetmask nya juga pas sih gak terlalu besar. harganya juga lumayan terjangkau sih. kalau untuk pemakaian pertama kali tidak terlalu terlihat efeknya hanya menyegarkan saja,2
116,Garnier Hydrabomb Serum Mask,Airnya banyak banget dan bau alkoholnya nyengat. Pas di buka bungkusnya ada lapisan lagi sheet mask nya menurt aku sih agak ribet pas mau di pake. Pas udah kering muka jadi kaya lengket2 gitu,2
117,Garnier Hydrabomb Serum Mask,kayanya emang aku ga cocok produk garnier ? sehabis pakai ini langsung jerawatan di pipi ? untuk essence dan sheetmasknya kurasa lebih bagus yang sakura,2
118,Garnier Hydrabomb Serum Mask,packagingnya kebesaran sheetmasknya juga pas dimuka aku kebesaran :(( tapi ini serumnya banyak. Wanginya enak. Pas pakai ga ngerasain apa apa sih ga ada efek khusus gitu selain ngelembabin aja,2
119,Garnier Hydrabomb Serum Mask,awalnya nyobain serum mask ini karena banyak yang bilang bagus mungkin ya ini beneran cocok di kulit yg lain. tapi gak dengan kulitku. awal pakenya adem nyaman gitu dengan wangi yg menenangkan sheet mask nya juga beneran tipis lembut juga berasa gak pake apa-apa di wajah essence nya juga banyak banget tapi gak sampe meleber kemana-mana. tapi lama kelamaan kok kerasa perih banget gatal juga. awalnya tetap gak di pedulikan nah setelah 15 menit aku udahin pake sheet masknya. efek melembabkannya beneran dapat,2
120,Garnier Hydrabomb Serum Mask,sungguh mem-plump-kan kulit muka seketika mengingat essence-nya yang cukup thick. Namun demikian jerawat-jerawat mula bertimbulan beberapa hari kemudian,2
121,Garnier Hydrabomb Serum Mask,Aku ga cocok pake sheet mask ini padahal biasanya aku bukan pemiloh kalo soal sheet mask. Di aku kegedean banget bikin muka jd gatel essencenya juga lengket makanya pas kelar pake langsung cuci muka karena ga tahan gatel & lengket bgt ?,2
122,Garnier Hydrabomb Serum Mask,Garnier sakura serum mask di aku kurang puas sih pakenya. Beli ini juga penasaran tp aku takut karna kulit aku agak sensitive pas pake gk ada pengaruhnya sama sekali di aku cuma dingin dingin aja yg aku rasa. Untuk harga agak mahal bagi pelajar.,3
123,Garnier Hydrabomb Serum Mask,Sheet mask murah meriah tapi kualitas bolehlah.Habis pakai ini muka lembab dan aku gak cuci lagi aku bawa tidur trus besok paginya wajah lembab dan enak buat makeup and lebih nyatu dan segar.,3
124,Garnier Hydrabomb Serum Mask,beli ini karena kepoo dengan sheetmask non korea sheetnya tebel essencenya juga banyak seperti sheetmask umunya. Selese pake emang jadi cerahan sihh tapi sayang langsung keluar whitead 2 biji jadi ga berani lagi mau nyoba varian lainnya. waktu beli harganya 20rban dan menyesal karena 1minggu setelahnya promo jadi murah bangett dimana-mana tapi ga minat repurchase juga sih?,3
125,Garnier Hydrabomb Serum Mask,Packagingnya gede banget beda dari serum2 pada umumnya. Essencenya kentel dan banyak. Wanginya lembut banget bikin relax pas dipake. Gampang ditemhin di minimarket jadi ga harus ke mall buat stock sheetmask,3
126,Garnier Hydrabomb Serum Mask,Serumnya banyak banget meleber leber mantep pokoknyatexturenya juga ga lengket dikulit cepat nyerap juga. Tapiiii maskernya kegedean di wajahku ? melembabkan sih mantul,3
127,Garnier Hydrabomb Serum Mask,Sheet mask yang ini efeknya biasa saja di kulitku kalai dibandingkan dengan yang green tea dan pomegranate. Di wajahku dia kurang melembabkan dan efek mencerahkannya tidak ada.,3
128,Garnier Hydrabomb Serum Mask,Pertama aku beli karena aku nyari masker ini gampang ditemukan dan hasilnya bagus banget di wajah aku wajah aku jadi lembut dan kenyal. aku pakai setengah jam dan ternyata essencenya banyak juga dan cepat meresap. sangat recommended.,3
129,Garnier Hydrabomb Serum Mask,Sheet mask ini lumayan tebel essencenya juga lumayan banyak setelah aku pakai ini kulit rasanya lebih fresh dan lebih kenyal sayangnya untuk harganya sheet mask ini agak mehong untuk kantong aku huhu T.T padahal sukak.,3
130,Garnier Hydrabomb Serum Mask,Garnier serum mask yang sakura ini cukup hydrating di kulit aku. Terasa agak sedikit lengket daripada kebanyak sheet mask. Dan untuk efek tampak cerah meronanya kurang terasa. But it’s okay karena aku suka banget sama sakura jadi gak masalah?,3
131,Garnier Hydrabomb Serum Mask,sukaaaa banget sama serum masknya garnier sehabis pemakaian wajah jadi lembut kenyal halus. cuma serum sisa dari masknya sedikit agak lengket ditangan. hasilnya top sekali,3
132,Garnier Hydrabomb Serum Mask,Gasuka sama maskernya karna terlalu tebal. Ga ngefek apa-apa di kulit dan ga bikin kulit jadi lembab tapi ga bikin wajah jadi breakout. Terlalu mahal buat produk yang ga ngefek apa-apa.,3
133,Garnier Hydrabomb Serum Mask,Menurut klaimnya efeknya bakal terlihat setelah 7 hari but I dont think so. Tapi gak nimbulin reaksi negatif jg sih setelah pakai ini jadi ya just so so. Sheetmasknya lebar banget essencenya jg banyak dan agak useless sih sama paper film warna birunya. Tapi menurutku ini inovasi yg perlu diapresiasi banget dr Garnier good joob!,3
134,Garnier Hydrabomb Serum Mask,aku suka banget sama variant yg greentea untuk muka aku yg lg tumbuh acne. jadi bisa buat muka aku lebih tenang dan jerawatnya dibuat kering  essence ny yang selalu melimpah pokoknya suka bgt,3
135,Garnier Hydrabomb Serum Mask,ini maskernya lebaar dan tebell banget. essencenya juga banyak banget. dan setelah pake masker ini kulit wajah langsung jadi lembab dan lembut gitutapi ga bertaha sehari hehe,3
136,Garnier Hydrabomb Serum Mask,overall suka sama sheetmask ini. tapi aku kurang suka packagingnya . gede banget. wkwk. padahal sheetmask lain ga sbesar ini. mungkin karna banyak banget essnce yang dimasukin kali ya. hasilnya setelah pake ini kulit jadi lembab banget dan halus. aku pake sebelum tidur sampe pagi dan alhamdulillah bagus2 aja wkwk,3
137,Garnier Hydrabomb Serum Mask,Sempet takut nggak cocok pas mau coba pake ini tapi ternyata di pemakaian pertama aku malah sukaaak banget. Tissuenya tipis udah gitu essencenya menurutku cukup nggak telalu banyak dan konsistensinya nggak begitu kental jd cepet nyerapnya dan ga lengket di kulit,4
138,Garnier Hydrabomb Serum Mask,Sesuka itu sama sheetmask ini yg seri ini sebenernya buat kulit kering di aku yg kulit kombinasi cenderung ke berminyak sama aja sih hasilnya melembabkan. Sudah coba semua serinya kecuali yg warna kuning dan bau dari seri pomegranate ini yg paling aku sukaaa. Must try sih.,4
139,Garnier Hydrabomb Serum Mask,woo aku akhirnya menemukan varian yang tepat untuk kulitku dari serum mask ini mudah di aplikasikan essence nya juga banyak dan harum lagi ini bener bener melembabkan kulitku yang cenderung kering ini udah gitu bikin kenyal kenyal gitu gak bikin jerawatan tapi didaerah aku varian ini agak susah dicari harganya sekiitar Rp. 20.000,4
140,Garnier Hydrabomb Serum Mask,nyobain sheetmask ini pas lagi nge hype lucu gitu kan bungkusnya XDDD terus coba yang varian sakura enak sih pas pakai dia essence nya nggak lengket tapi dimukaku habis pakai ini muncul jerawat TT,4
141,Garnier Hydrabomb Serum Mask,Mask sheet dengan 2 lapisan putih dan biru. Ukurannya pas dengan bentuk wajah dengan essence melimpah. Klaimnya cukup dipakai 15 menit setara dengan kebutuhan serum 1 minggu. Disarankan menggunakan rutin 3x seminggu untuk hasil maksimal. Hasilnya pada penggunaan pertama kulit jadi lembab kenyal dan lembut. Mungkin kalau dipakai rutin dapat efek mencerahkannya. Hehehe,4
142,Garnier Hydrabomb Serum Mask,sheet mask kesukaan ku! pakek ini seminggu 2kali. yang bikin aku suka itu serum nya bener-bener banyaaaaaaak banget kadang sampe netes kemana-mana huhuhu. abis pakek ini kulit jadi terasa bener-bener lembab. walaupun serum nya agak lengket menurut ku tapi ya its okay. i still like it anyway!,4
143,Garnier Hydrabomb Serum Mask,Aku excited banget sama yang namanya masker pas tau masker ini aku langsung nyoba packagingnya gemasssss ada sakura sakuranya harganya lumayan terjangkau buat sheet mask wanginya enak banget bener bener melembabkan dan kulit jadisoft bangeeeeet tapi gatau kenapa besoknya aku langsung mucul jerawat :( jadi aku belum berani buat coba pake lagi.,4
144,Garnier Hydrabomb Serum Mask,Udah wanginya harum banget dan seger pas buat healing me time ini ya. Kalo rutin pake dia kelihatan banget bedanya. Langsung mencerahkan tapi juga ngelembabin banget Harga yg mudah terjangkau dan kualitas bahannya yg bagus jadi affordable banget buat pilihan nih,4
145,Garnier Hydrabomb Serum Mask,Kemasannya gede banget harganya lumayan mahal di daerahku tapi mudah ditemukan di minimarket. Saat penggunaan kita harus melepaskan 'pelindung' sheet masknya aku kurang tau manfaat pelindung ini apa tapi kupikir malah ribet. Aku tidak merasakan wajahku seakan menggunakan serum seminggu sesuai klaimnya. Essence varian sakura ini cepet banget kering dan meresap.,4
146,Garnier Hydrabomb Serum Mask,suka bangetttt serumnya banyak banget nyegerin muka bangett cuma hasil cerah nya ngga secerah yang di claim di packaging nya yaa but enak banget untuk di pake,5
147,Garnier Hydrabomb Serum Mask,Hidrasinya mantul parah. Buat kulit kering dan nga pernah skin carean sblum make up bisa skin prep pake ini udh ngebantu banget si. Wanginya relax banget,5
148,Garnier Hydrabomb Serum Mask,Pernah pake ini karna tertarik dengan review-review orang yg katanya beneran bisa bikin muka cerah. Pas aku cobain ternyata emang beneran bikin wajah lebih cerah dan seger gitu. Essencenya juga banyak dan wanginya enak. Repurchase? Of course!,5
149,Garnier Hydrabomb Serum Mask,aku suka banget sama serum mask ini. waktu pertama kali aku beli dan aku liat ternyata kemasan nya gede banget. pas di pake juga enak. jadi cerah padahal sebelumnya aku lagi kusam banget.,5
150,Garnier Hydrabomb Serum Mask,Ini facemask baru dari garnier yang bikin aku penasaran banget. katanya sekali pake kandungan serumnya sama kayak untuk seminggu pemakain serum. Wah bikin penasaran banget. akhirnya aku nyoba yang sakura karena emang muka aku lg agak kusam karna kebanyakan kegiatan diluar kantor. suka banget serumnya banyaaak dan bentuk facemasknya cocok di face aku. ga yang meleber gitu. hasilnyaa bener-bener ajaib. aku baru pake seminggu sekali selama dua minggu di minggu ketiga keliatan banget dong hasilnya.,5
151,Emina Masquerade Face Mask,sayang banget aku udh beli ini 7 niatnya buat seminggu eh baru pertama kali udah langsung brutusan dan merah merah:( huhuhu pdhl wanginya enak bgt menurut aku,1
152,Emina Masquerade Face Mask,baru pake ini 3menit tbtb jerawat rasanya nyut nyut an dan sakit bgt akhirnya langsung ku copot terus bekas nya jd gatel bgt parah gakuat:( besoknya langsung muncul jerawat baru,1
153,Emina Masquerade Face Mask,Sebelum pakai aku taroh di kulkas dulu biar enak pas dipakenya hehe aku pake malem lebaran berharap besoknya wajah bisa enak dipandang gak kusam dan gak jerawatan hm minimal gak kusamlah. Tapi nyatanya efek brighteningnya nyaris gak ada ,1
154,Emina Masquerade Face Mask,masquerade rice ini sukses bikin aku breakout walau lagi sedang dipakai tetiba ada jerawat merah nongol di pipi rahang bawah kiri padahal baru pakai kurleb 5 menit. Lalu wanginya overwhelming sampai pusing. Cuma suka lembar maskernya tipis ga bikin pengap.,1
155,Emina Masquerade Face Mask,Untuk aku pribadi aku ga suka sama wanginya. Buatku ini terlalu menyengat. Waktu aku coba baru 1 menit aku pake langsung aku copot dan bersihin karna wanginya bikin mual. Hiks,2
156,Emina Masquerade Face Mask,masker emina ini mampu mengurangi minyak berlebih di wajah menjadikan kulit halus dan berseri dan masker ini cocok untuk semua jenis kulit dan masker ini memberikan kelembaban yang lama. keren kan,2
157,Emina Masquerade Face Mask,rasanya dingin saat dipakai essencenya berlimpah aromanya lembut dan ga ganggu harganya murah karna lagi diskon kemasannya simple dan gambar dikemasannya bagus jadi pengen beli cuma aku benar benar ga suka sama lembaran maskernya,2
158,Emina Masquerade Face Mask,Waktu itu saya mendapatkan masker Emina Masquerade Sheet Mask dengan kandungan Sunflower Seed Oil membuat untuk membuat kulit aku terasa lebih kencang dan menjaga dari kulit kusam karena polusi. Pas bngt deh sama aku yang bnyk aktifitas di luar,2
159,Emina Masquerade Face Mask,pertama kali nyoba sheet mask pake inii dan juga pas lagi diskon hehee cukup melembabkan sih tapi di aku efeknya malah jadi kusam banget nget huhu sedih banget padahal enak banget dipakenya,2
160,Emina Masquerade Face Mask,Setelah menggunakan sheet mask varian aloevera kulitku yang cenderung berminyak menjadi bruntusan Padahal beberapa teman cocok menggunakan sheet mask ini.,2
161,Emina Masquerade Face Mask,agak kurang greget yaa sheet mask ini secara aku nya paling suka sama varian rice gitu suka buat efek glowing nya instan gitu biasanya tp kali ini produknya diluar expetasi aku.. biasa aja sih..,2
162,Emina Masquerade Face Mask,Sejauh ini aku ga ngerasaiin manfaat yg menonjol dari sheetmask ini. Biasa aja. Untung harganya terjangkau jadi gak terlalu rugi juga dan syukur syukur ga bikin break out,2
163,Emina Masquerade Face Mask,Essencenya agak cair daripada essence sheet mask korea. Sheetmasknya juga agak tebal. Awal pakai ini baunya strong banget dan udah punya bad feeling pakai ini. Dan bener aja besoknya breakout. Huhu sedih ga cocok sama sheetmask ini selama ini pakai sheetmask dari m******l baik-baik aja berarti emang belum jodoh sama ini sheetmask. Km bisa coba yg ga alergi fragrance mungkin cocok.,2
164,Emina Masquerade Face Mask,sama seperti most of the other variants this one unfortunately isn't for me:( daerah sekitar mata tuh kecil bgt padahal ukuran mataku termasuk kecil jadi bikin perih. maskernya juga geser banget even berdiri/duduk pun maskernya berasa melorot ke bawah bisa sampe nutupin mulut,2
165,Emina Masquerade Face Mask,downsidenya size sekitar mata tuh keciiiil bgt padahal ukuran mataku termasuk kecil sama maskernya geser banget berdiri/duduk pun maskernya berasa melorot ke bawah,2
166,Emina Masquerade Face Mask,awal beli ini waktu masih baru2nya emina ngeluarin sheetmask nya berbagai macam variant packaging nya lucu2. karena aku gak seberapa suka sama essence/serumnya yang gel lengket dan sheetmask ini termasuk gelnya lengket gitu. jadi gak seberapa suka. selama pamaikain beberapa variant ya cuma ngelembapin aja,3
167,Emina Masquerade Face Mask,Local brand yang sheet masknya paling aku suka! harganya udah paling murah selain itu banyak variannya dan yan paling aku suka yang aloe vera enak parah dan hasilnya juga lumayan,3
168,Emina Masquerade Face Mask,Pertama beli karena penasaran sama sheet mask lokal jadi sheet mask emina ini sheet mask lokal pertamaku. Dari efeknya sendiri sih gak kalah sama sheet mask korea mukaku jadi licin lembut lembab dan enak banget! Bangun pagi muka masih kerasa segernya. Recommended banget sih parah bangga sama produk indo! Baunya juga gak menyengat dan sheet masknya pas diwajah gak kebesaran,3
169,Emina Masquerade Face Mask,Sheet masknya tipis banget mirip tissue basah jadinya. Ukuran nya besar banget entah ini ukuran muka manusia darimana. Atau mungkin efek ketipisan kalinya sekali narik langsung jebew :( essencenya banyak banget. Seperti sheet mask pada umumnya beresnya bikin kulit lembab. Untuk kontrol minyaknya lumayan. Mungjin harus sering dipake juga biar keliatan hasilnya,3
170,Emina Masquerade Face Mask,Pertama kali coba sheet mask ini wanginya enak ga terlalu tajam abis pake ini muka jadi berasa lebih alus aja dan bakal jadi sheet mask favorit ku deh. Packaging nya gemes2,3
171,Emina Masquerade Face Mask,Aku beli ini awalnya iseng bareng adekku trs pas dicoba dirumah belum 5 menit muka aku gatal bgt trs perih di area sekitar hidung jadi aku lepas deh,3
172,Emina Masquerade Face Mask,Murmer banget cuma 11ribuan sudah dapet sheet mask. Aku pake yg rice yg bungkusnya putih. Klaimnya bantu melembabkan dh hyaluronic acid nya dan bikin putih. Kalo di aku lembabnya dapet tp mutihinnya kurang. Mungkin krn aku cuma pake sekali. Serumnya kental banget dan banyak jadi sisanya bisa dipake di badan ?? terus sheet nya tipin seperti tissue basah,3
173,Emina Masquerade Face Mask,sedih aku ga cocok sama face mask ini. ga tau kenapa aku uda coba 2 kali pakai setiap selesai besoknya pasti tumbuh jerawat kecil warna putih gitu. padahal ekspektasinya tinggi banget ke produk ini. mungkin ada ingredientnya yg aku ga cocok kali ya.,3
174,Emina Masquerade Face Mask,masker emina ini cocok banget dipakai malam hari sebelum perjalanan jauh soalnya habis pakai masker ini muka aku jadi ga gampang kusam dan berseri gitu walaupun melakukan perjalanan dibawah panas matahari,3
175,Emina Masquerade Face Mask,Akhirnya emina ngeluarin sheet mask dan sesuka itu. Lucu luarnya dan berbagai macam varian sejauh ini suka yang aloe vera dan tea tree oil. Belinya beberapa setelah dipakai seger bgt dan beruntusanku meradangnya jadi kurang.,3
176,Emina Masquerade Face Mask,Yang aku rasain sih memberi efek lembab karena ini rice ya jd lumayan mencerahkan juga. Nah essencenya sendiri ga terlalu banyak. Bikin kenyal juga. Lembaran sheetnya agak cepet robek. Just worth it sih tp,3
177,Emina Masquerade Face Mask,Yang aku rasain sih memberi efek lembab karena ini rice ya jd lumayan mencerahkan juga. Nah essencenya sendiri ga terlalu banyak. Bikin kenyal juga. Lembaran sheetnya agak cepet robek. Just worth it sih tp,3
178,Emina Masquerade Face Mask,Shetmask lokal pertama yang saya coba..essencenya sedikit lama meresapnya..kurang rasa dingin..setelah dilepas hanya lembab saja tidak ad rasa kenyal atau lebih cerah ..,3
179,Emina Masquerade Face Mask,Setelah aku pake Masquerade Face Mask emina ini hasilnya jadi bikin kulit lembab dan lembut. Meskipun produk ini produk lokal tapi aku bener bener suka.,3
180,Emina Masquerade Face Mask,Varian pertama yang aku cobain dari sheet mask nya Emina. Ukuran nya pas pada wajah. Tekstur sheet mask nya pun ngga terlalu tebal maupun tipis. Aroma harum nya enak dan langsung terlihat mencerahkan lho,3
181,Emina Masquerade Face Mask,Cobain yang varian pomegrante wanginya manis banget enak face masknya gampang buat dipakein ke muka setelah pake ini jadi lembab banget dan lumayan bikin tekstur kulitnya jadi lebih halus,3
182,Emina Masquerade Face Mask,enak harum tapi di aku kayak tidak ada efek nya hanya sedikit sekali lembab nya selain itu sih tidak ada tapi masker nya lembut dan pas di wajah segar,3
183,Emina Masquerade Face Mask,sheetmask lokal yg pertama kali aku cobain. maskernya tipis banget. nyaman banget di pake. pas lah buat muka aku. essence dia banyak. pas habis pake ini wajah aku lembab dan cerah.,3
184,Emina Masquerade Face Mask,Varian pertama yang aku cobain dari sheet mask nya Emina. Ukuran nya pas pada wajah. Tekstur sheet mask nya pun ngga terlalu tebal maupun tipis. Aroma harum nya enak dan langsung terlihat mencerahkan lho,4
185,Emina Masquerade Face Mask,Packaging nya lucu dan gemesin banget. Untuk wanginya ngga terlalu nyengat. Essence nya lumayan banyak. Abis aku pake sheet mask ini bikin kulit mukaku lembab dan sedikit cerah.,4
186,Emina Masquerade Face Mask,awal beli ini waktu masih baru2nya emina ngeluarin sheetmask nya berbagai macam variant packaging nya lucu2. karena aku gak seberapa suka sama essence/serumnya yang gel lengket dan sheetmask ini termasuk gelnya lengket gitu. jadi gak seberapa suka. selama pamaikain beberapa variant ya cuma ngelembapin aja.,4
187,Emina Masquerade Face Mask,iseng beli ini di minimarket. essence dari maskernya banyak banget sampe aku pakein ke tangan dan leher wanginya ga aneh aneh biasa aja efeknya di kulit setelah pake kukit jadi lembap plus cerah sedikit,4
188,Emina Masquerade Face Mask,awal beli ini waktu masih baru2nya emina ngeluarin sheetmask nya berbagai macam variant packaging nya lucu2. karena aku gak seberapa suka sama essence/serumnya yang gel lengket dan sheetmask ini termasuk gelnya lengket gitu. jadi gak seberapa suka. selama pamaikain beberapa variant ya cuma ngelembapin aja.,4
189,Emina Masquerade Face Mask,Salah satu sheetmask daribproduk lokal yang oke juga wanginya aku suka dan sheetnya pas. Setelah pake ini mukaku lebih lembab segar dan gak keliatan kusam ini yang aku suka,4
190,Emina Masquerade Face Mask,Ini adalah salah satu sheet mask yang harganya terjangkau. Untuk produk emina sendiri harganya kebanyakan itu di kantong pelajar. Aku baru tau beberapa bulan lalu kalau si emina keluarin sheet mask tapi variannya menurut ku masih terbatas. Lumayan bagus sih. Dan pas di wajah,4
191,Emina Masquerade Face Mask,Essencenya pas ga kebanyakan tapi ga pelit juga kertasnya juga lembut dan tipis ukurannya juga pas di semua bagian muka. Sesuai dengan klaimnya dia beneran soothing dan calming. Wanginya ga yang alkohol atau menyengat banget. Tapi kayanya aku ada sedikit alergi sama kandungan aloe vera karena berasa sedikit gatel dibagian sekitar mulut.,4
192,Emina Masquerade Face Mask,Varian pertama yang aku cobain dari sheet mask nya Emina. Ukuran nya pas pada wajah. Tekstur sheet mask nya pun ngga terlalu tebal maupun tipis. Aroma harum nya enak dan langsung terlihat mencerahkan lho,4
193,Emina Masquerade Face Mask,Abis pake yang varian tea tree entah kenapa mukaku malah jadi gatel-gatel dibagian pipi sama jawline. Padahal udah berekspektasi tinggi karena essencenya ga pelit wangi tea tree nya pas ga terlalu menyengat. Kertasnya juga lembut dan pas buat bikin essence meresap dikulit ukurannya juga pas di mukaku. Tekstur essence nya ya seperti sheetmask pada umumnya aja. Harganya juga ga bikin dompet tipis!!,4
194,Emina Masquerade Face Mask,Tekstur essence nya enaaaak banget cair kaya air ngga lengket dan lumayan cepet meresap. Tapi kurang suka sama aroma parfum nya agak nyegrak klo menurutku yang sensitif sama wewangian. Yang Tea Tree Oil oke banget dipake pas ada jerawat eh besok paginya jerawat mengecil. Yang Aloe Vera sama Rice ngga berasa apa-apa cuma hydrating aja aroma parfumnya lumayan lebih kuat yang Rice. Yang Sunflower Seed Oil lebih keliatan bikin cerah wajah. Sukaa pokoknya.,4
195,Emina Masquerade Face Mask,Enak banget setelah dipakai dimuka. Bikin wajah keliatan bersih. Apalagi kalo pakainya rutin. Efeknya bakal lebih kerasa. Jangan lupa skincare yg lainnya juga,5
196,Emina Masquerade Face Mask,sheetmask lokal pertama yg aku cobain. packagingnya cute banget emang ditujukan buat para remaja ya kayaknya. ada 5 varian dan aku beli semuanya karna penasaran. kapas masknya cukup tipis serumnya banyak banget sampe basah. sejauh ini efek yg aku rasain cuma lembabnya aja sih.,5
197,Emina Masquerade Face Mask,Varian yang paling aku sukaa. Teksturnya sama kaya varian lain ringan watery ngga lengket dan cepet meresap. Diantara semua varian lain yang menurutku paling lembut adalah varian sunflower seed oil ini. Hasilnya juga langsung keliatan cerah dan lumayan bertahan lama. Dipakai beberapa kali bener-bener keliatan lebih bersih dan ngga ada kusam.,5
198,Emina Masquerade Face Mask,aku tuh awalnya beli sheetmask ini cuma karena packaging nya yg super lucu. Tapi pas dipakai ternyata lumayan juga. Varian favoritku itu yg rice karena ini sekali dipakai juga langsung keliatan nyerahin dan mudarin bekas jerawat varian yg lainnya biasa aja. Wanginya juga aku suka banget karena super enak dan segar.,5
199,Emina Masquerade Face Mask,Sheet mask dari Emina ini packagingnya teenager banget.Dari segi harga dia murah.Sheet masknya tipistapi essencenya banyak.Kalau dipakai pas di wajahessencenya juga enggak lengket.Karna essence dari sheet mask ini banyaksisanya suka aku pakai sama compressed mask.,5
200,Emina Masquerade Face Mask,Kusuka banget sama sheet mask emina tissuenya pas diwajah jadi nyaman dipakenya essence nya sangat banyak. Bikin wajahku lebih halus dan lembab sepanjang hari,5
